CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12594.0,84,1,154.14,2,1,1,211,Lost
12598.0,84,2,649.71,2,3,3,233,At Risk
12599.0,16,1,499.48,4,1,3,413,Lost
12600.0,16,6,1392.81,4,5,5,455,Champions
12606.0,120,1,21.0,1,1,1,111,Hibernating
12609.0,56,2,720.55,3,3,4,334,Loyal Customers
12613.0,47,2,1743.43,3,3,5,335,Loyal Customers
12615.0,69,1,1155.48,2,1,4,214,Lost
12621.0,3,4,2566.5,5,4,5,545,Champions
12623.0,37,3,2338.59,3,4,5,345,Loyal Customers
12625.0,35,1,969.69,3,1,4,314,Lost
12631.0,36,3,1664.41,3,4,5,345,Loyal Customers
12632.0,3,1,394.32,5,1,3,513,Recent Customers
12636.0,177,1,141.0,1,1,1,111,Hibernating
12638.0,78,1,249.8,2,1,2,212,Lost
12639.0,66,1,253.57999999999998,2,1,2,212,Lost
12643.0,49,1,2213.2000000000003,3,1,5,315,Lost
12644.0,108,2,868.13,1,3,4,134,At Risk
12645.0,85,2,846.74,2,3,4,234,At Risk
12647.0,6,12,7124.46,5,5,5,555,Champions
12648.0,79,2,311.8,2,3,2,232,At Risk
12649.0,22,3,781.8,4,4,4,444,Champions
12656.0,1,1,945.0,5,1,4,514,Recent Customers
12662.0,8,3,949.61,5,4,4,544,Champions
12663.0,63,2,239.4,2,3,2,232,At Risk
12664.0,165,1,549.08,1,1,3,113,Hibernating
12665.0,107,1,168.8,1,1,1,111,Hibernating
12668.0,6,4,4502.35,5,4,5,545,Champions
12670.0,105,1,225.60000000000002,1,1,2,112,Hibernating
12671.0,44,1,2622.481,3,1,5,315,Lost
12672.0,34,1,211.15,3,1,1,311,Lost
12675.0,16,1,945.75,4,1,4,414,Lost
12677.0,104,1,190.7,1,1,1,111,Hibernating
12678.0,21,3,8874.67,4,4,5,445,Champions
12681.0,20,10,6075.16,4,5,5,455,Champions
12682.0,20,10,5751.5,4,5,5,455,Champions
12683.0,14,4,2290.08,5,4,5,545,Champions
12692.0,75,1,110.95,2,1,1,211,Lost
12695.0,28,2,743.36,4,3,4,434,Loyal Customers
12698.0,28,1,339.75,4,1,2,412,Lost
12701.0,72,1,547.3199999999999,2,1,3,213,Lost
12703.0,72,3,722.98,2,4,4,244,Cannot Lose Them
12708.0,26,5,1425.78,4,5,5,455,Champions
12709.0,21,10,11866.82,4,5,5,455,Champions
12711.0,50,2,1339.05,3,3,4,334,Loyal Customers
12712.0,6,4,1102.75,5,4,4,544,Champions
12714.0,28,4,5077.82,4,4,5,445,Champions
12717.0,28,1,277.93,4,1,2,412,Lost
12725.0,9,2,1228.95,5,3,4,534,Loyal Customers
12726.0,62,1,381.36,3,1,3,313,Lost
12727.0,93,1,759.32,2,1,4,214,Lost
12731.0,10,2,2835.54,5,3,5,535,Loyal Customers
12733.0,128,1,1130.22,1,1,4,114,Hibernating
12742.0,64,1,1201.52,2,1,4,214,Lost
12744.0,29,1,1252.95,4,1,4,414,Lost
12745.0,12,2,658.48,5,3,3,533,Loyal Customers
12747.0,34,7,1716.17,3,5,5,355,Loyal Customers
12748.0,1,43,6895.83,5,5,5,555,Champions
12755.0,73,3,147.41,2,4,1,241,Cannot Lose Them
12758.0,28,3,4425.59,4,4,5,445,Champions
12759.0,3,2,1703.68,5,3,5,535,Loyal Customers
12765.0,24,3,528.3,4,4,3,443,Champions
12773.0,2,1,124.25,5,1,1,511,Recent Customers
12776.0,106,1,55.5,1,1,1,111,Hibernating
12778.0,41,1,378.6,3,1,2,312,Lost
12779.0,87,2,690.68,2,3,3,233,At Risk
12780.0,37,1,337.4,3,1,2,312,Lost
12785.0,169,1,366.9,1,1,2,112,Hibernating
12786.0,48,1,728.5,3,1,4,314,Lost
12789.0,132,1,89.25,1,1,1,111,Hibernating
12791.0,38,4,555.11,3,4,3,343,Loyal Customers
12796.0,66,1,381.0,2,1,3,213,Lost
12800.0,115,2,403.33000000000004,1,3,3,133,At Risk
12802.0,2,1,774.25,5,1,4,514,Recent Customers
12805.0,44,2,520.2,3,3,3,333,Loyal Customers
12806.0,10,2,2843.96,5,3,5,535,Loyal Customers
12809.0,4,2,1266.63,5,3,4,534,Loyal Customers
12810.0,115,1,159.66,1,1,1,111,Hibernating
12813.0,16,2,1065.8,4,3,4,434,Loyal Customers
12820.0,2,4,1083.3,5,4,4,544,Champions
12821.0,49,1,128.07999999999998,3,1,1,311,Lost
12823.0,8,5,1559.5,5,5,5,555,Champions
12825.0,80,1,214.82999999999998,2,1,1,211,Lost
12826.0,160,1,458.20000000000005,1,1,3,113,Hibernating
12835.0,3,26,4382.76,5,5,5,555,Champions
12836.0,36,5,1862.31,3,5,5,355,Loyal Customers
12837.0,7,1,554.31,5,1,3,513,Recent Customers
12838.0,14,2,322.3,5,3,2,532,Loyal Customers
12839.0,16,7,2161.98,4,5,5,455,Champions
12840.0,112,1,150.0,1,1,1,111,Hibernating
12842.0,176,1,397.20000000000005,1,1,3,113,Hibernating
12843.0,17,7,1927.5,4,5,5,455,Champions
12844.0,32,1,123.03,4,1,1,411,Lost
12846.0,120,1,15.58,1,1,1,111,Hibernating
12848.0,114,1,208.0,1,1,1,111,Hibernating
12849.0,29,1,472.29,4,1,3,413,Lost
12853.0,111,1,413.0,1,1,3,113,Hibernating
12854.0,90,3,1240.84,2,4,4,244,Cannot Lose Them
12857.0,27,2,644.65,4,3,3,433,Loyal Customers
12860.0,131,1,55.47,1,1,1,111,Hibernating
12861.0,58,1,68.25,3,1,1,311,Lost
12863.0,14,2,943.45,5,3,4,534,Loyal Customers
12867.0,16,3,1638.77,4,4,5,445,Champions
12869.0,120,1,337.66999999999996,1,1,2,112,Hibernating
12870.0,62,1,209.3,3,1,1,311,Lost
12872.0,20,5,1600.2,4,5,5,455,Champions
12873.0,120,1,492.4,1,1,3,113,Hibernating
12875.0,41,2,659.52,3,3,3,333,Loyal Customers
12876.0,28,1,885.5400000000001,4,1,4,414,Lost
12877.0,31,2,481.94,4,3,3,433,Loyal Customers
12880.0,13,1,337.18,5,1,2,512,Recent Customers
12891.0,13,3,157.5,5,4,1,541,Champions
12894.0,13,1,157.35,5,1,1,511,Recent Customers
12898.0,98,1,158.32,2,1,1,211,Lost
12905.0,15,2,1018.42,5,3,4,534,Loyal Customers
12908.0,68,1,318.0,2,1,2,212,Lost
12909.0,3,2,586.61,5,3,3,533,Loyal Customers
12910.0,60,1,1017.96,3,1,4,314,Lost
12913.0,8,5,1903.74,5,5,5,555,Champions
12915.0,27,1,206.3,4,1,1,411,Lost
12916.0,46,2,1155.62,3,3,4,334,Loyal Customers
12917.0,16,2,2102.0,4,3,5,435,Loyal Customers
12918.0,64,1,10953.5,2,1,5,215,Lost
12920.0,10,3,323.86,5,4,2,542,Champions
12921.0,3,14,8580.86,5,5,5,555,Champions
12923.0,13,1,426.2,5,1,3,513,Recent Customers
12924.0,77,4,419.24,2,4,3,243,Cannot Lose Them
12925.0,31,1,35.28,4,1,1,411,Lost
12926.0,85,2,612.4,2,3,3,233,At Risk
12931.0,9,23,19429.76,5,5,5,555,Champions
12932.0,24,5,825.71,4,5,4,454,Champions
12933.0,167,1,155.79,1,1,1,111,Hibernating
12934.0,175,1,181.65,1,1,1,111,Hibernating
12935.0,16,4,831.65,4,4,4,444,Champions
12937.0,160,2,314.57,1,3,2,132,At Risk
12939.0,29,3,1372.5,4,4,5,445,Champions
12941.0,163,1,377.49,1,1,2,112,Hibernating
12943.0,44,1,315.85,3,1,2,312,Lost
12945.0,94,1,437.16,2,1,3,213,Lost
12948.0,169,2,252.48000000000002,1,3,2,132,At Risk
12949.0,37,8,5276.51,3,5,5,355,Loyal Customers
12951.0,17,4,705.6,4,4,4,444,Champions
12954.0,77,1,162.45,2,1,1,211,Lost
12956.0,123,3,413.82,1,4,3,143,Cannot Lose Them
12957.0,43,3,3437.3,3,4,5,345,Loyal Customers
12958.0,21,1,166.89,4,1,1,411,Lost
12960.0,16,2,733.57,4,3,4,434,Loyal Customers
12969.0,41,1,122.45,3,1,1,311,Lost
12970.0,173,1,260.64,1,1,2,112,Hibernating
12971.0,14,8,1907.25,5,5,5,555,Champions
12972.0,21,3,1019.0400000000001,4,4,4,444,Champions
12974.0,4,1,264.15,5,1,2,512,Recent Customers
12975.0,172,1,441.63,1,1,3,113,Hibernating
12976.0,13,4,1619.02,5,4,5,545,Champions
12978.0,84,4,1946.46,2,4,5,245,Cannot Lose Them
12979.0,167,1,517.7,1,1,3,113,Hibernating
12980.0,9,5,3513.48,5,5,5,555,Champions
12982.0,27,2,1062.67,4,3,4,434,Loyal Customers
12983.0,37,1,490.08000000000004,3,1,3,313,Lost
12986.0,80,2,760.72,2,3,4,234,At Risk
12987.0,48,2,460.68,3,3,3,333,Loyal Customers
12989.0,26,10,3033.14,4,5,5,455,Champions
12990.0,58,1,117.0,3,1,1,311,Lost
12992.0,163,1,93.35000000000001,1,1,1,111,Hibernating
12993.0,69,2,436.45,2,3,3,233,At Risk
12997.0,20,2,274.7,4,3,2,432,Loyal Customers
12998.0,48,2,604.1,3,3,3,333,Loyal Customers
13000.0,163,1,497.65000000000003,1,1,3,113,Hibernating
13001.0,16,8,5391.05,4,5,5,455,Champions
13004.0,15,9,3015.11,5,5,5,555,Champions
13007.0,18,1,175.25,4,1,1,411,Lost
13008.0,161,1,189.31,1,1,1,111,Hibernating
13009.0,111,1,234.0,1,1,2,112,Hibernating
13010.0,87,1,177.12,2,1,1,211,Lost
13012.0,30,1,381.89,4,1,3,413,Lost
13013.0,17,6,3475.6400000000003,4,5,5,455,Champions
13015.0,30,2,1259.85,4,3,4,434,Loyal Customers
13018.0,9,5,1464.35,5,5,5,555,Champions
13019.0,4,4,780.85,5,4,4,544,Champions
13020.0,1,2,618.96,5,3,3,533,Loyal Customers
13021.0,31,3,962.39,4,4,4,444,Champions
13024.0,20,1,247.83,4,1,2,412,Lost
13025.0,170,1,323.39,1,1,2,112,Hibernating
13026.0,29,3,696.88,4,4,3,443,Champions
13027.0,2,7,4464.0,5,5,5,555,Champions
13036.0,123,1,307.1,1,1,2,112,Hibernating
13037.0,30,5,1733.86,4,5,5,455,Champions
13039.0,22,4,1010.73,4,4,4,444,Champions
13041.0,28,1,256.16,4,1,2,412,Lost
13042.0,36,3,1556.54,3,4,5,345,Loyal Customers
13044.0,1,8,3460.85,5,5,5,555,Champions
13047.0,3,6,3017.2200000000003,5,5,5,555,Champions
13048.0,1,3,919.35,5,4,4,544,Champions
13050.0,32,6,2256.23,4,5,5,455,Champions
13051.0,17,2,155.8,4,3,1,431,Loyal Customers
13052.0,14,3,1885.29,5,4,5,545,Champions
13053.0,60,1,127.65,3,1,1,311,Lost
13057.0,70,1,353.49,2,1,2,212,Lost
13059.0,57,2,626.09,3,3,3,333,Loyal Customers
13064.0,30,1,239.65,4,1,2,412,Lost
13070.0,28,2,308.4,4,3,2,432,Loyal Customers
13071.0,50,1,129.22,3,1,1,311,Lost
13074.0,55,3,1062.24,3,4,4,344,Loyal Customers
13077.0,27,3,974.54,4,4,4,444,Champions
13078.0,14,13,6906.85,5,5,5,555,Champions
13080.0,48,1,70.3,3,1,1,311,Lost
13081.0,20,7,12886.52,4,5,5,455,Champions
13082.0,3,5,1941.6200000000001,5,5,5,555,Champions
13085.0,118,6,2017.2,1,5,5,155,Cannot Lose Them
13087.0,164,1,313.64,1,1,2,112,Hibernating
13089.0,4,41,19629.04,5,5,5,555,Champions
13091.0,168,2,1976.0,1,3,5,135,At Risk
13092.0,41,3,788.7,3,4,4,344,Loyal Customers
13093.0,16,16,12580.71,4,5,5,455,Champions
13097.0,8,11,4409.82,5,5,5,555,Champions
13101.0,119,1,168.54999999999998,1,1,1,111,Hibernating
13102.0,3,2,839.95,5,3,4,534,Loyal Customers
13103.0,15,1,123.34,5,1,1,511,Recent Customers
13104.0,91,1,96.66,2,1,1,211,Lost
13107.0,49,2,1302.33,3,3,4,334,Loyal Customers
13110.0,91,3,705.8000000000001,2,4,4,244,Cannot Lose Them
13111.0,157,1,321.88000000000005,1,1,2,112,Hibernating
13113.0,24,2,1558.19,4,3,5,435,Loyal Customers
13114.0,169,1,234.38,1,1,2,112,Hibernating
13115.0,10,2,959.04,5,3,4,534,Loyal Customers
13117.0,18,3,407.25,4,4,3,443,Champions
13119.0,107,1,134.9,1,1,1,111,Hibernating
13126.0,33,2,782.29,3,3,4,334,Loyal Customers
13128.0,69,1,263.5,2,1,2,212,Lost
13131.0,107,1,651.41,1,1,3,113,Hibernating
13136.0,24,2,1931.07,4,3,5,435,Loyal Customers
13141.0,14,5,2266.14,5,5,5,555,Champions
13143.0,23,1,405.1,4,1,3,413,Lost
13145.0,38,1,102.0,3,1,1,311,Lost
13148.0,5,7,2824.52,5,5,5,555,Champions
13150.0,69,1,176.51999999999998,2,1,1,211,Lost
13151.0,64,2,1322.8700000000001,2,3,4,234,At Risk
13152.0,8,4,1334.69,5,4,4,544,Champions
13154.0,174,1,337.1,1,1,2,112,Hibernating
13156.0,106,2,1239.6,1,3,4,134,At Risk
13157.0,13,2,1805.86,5,3,5,535,Loyal Customers
13162.0,8,8,5849.2,5,5,5,555,Champions
13163.0,48,1,17.65,3,1,1,311,Lost
13164.0,7,2,372.2,5,3,2,532,Loyal Customers
13173.0,27,7,1609.75,4,5,5,455,Champions
13174.0,5,6,3928.38,5,5,5,555,Champions
13175.0,21,2,831.45,4,3,4,434,Loyal Customers
13178.0,30,5,3930.52,4,5,5,455,Champions
13179.0,57,1,572.3100000000001,3,1,3,313,Lost
13180.0,45,1,86.10000000000001,3,1,1,311,Lost
13183.0,21,2,879.0600000000001,4,3,4,434,Loyal Customers
13187.0,62,3,130.99,3,4,1,341,Loyal Customers
13190.0,116,2,362.05,1,3,2,132,At Risk
13191.0,96,1,164.69,2,1,1,211,Lost
13192.0,30,2,1365.97,4,3,5,435,Loyal Customers
13196.0,56,1,199.97,3,1,1,311,Lost
13197.0,48,1,373.01000000000005,3,1,2,312,Lost
13199.0,20,13,2960.93,4,5,5,455,Champions
13201.0,2,2,653.08,5,3,3,533,Loyal Customers
13202.0,13,4,1051.49,5,4,4,544,Champions
13203.0,69,2,460.22,2,3,3,233,At Risk
13204.0,169,1,966.6600000000001,1,1,4,114,Hibernating
13206.0,2,11,7533.04,5,5,5,555,Champions
13207.0,50,1,214.20000000000002,3,1,1,311,Lost
13208.0,174,1,61.12,1,1,1,111,Hibernating
13209.0,19,4,2126.5,4,4,5,445,Champions
13211.0,17,4,688.15,4,4,3,443,Champions
13213.0,6,1,295.55,5,1,2,512,Recent Customers
13214.0,20,3,1957.83,4,4,5,445,Champions
13217.0,94,1,132.5,2,1,1,211,Lost
13219.0,56,1,76.23,3,1,1,311,Lost
13220.0,14,1,516.8,5,1,3,513,Recent Customers
13222.0,15,1,88.5,5,1,1,511,Recent Customers
13223.0,11,2,402.72,5,3,3,533,Loyal Customers
13225.0,45,5,5842.07,3,5,5,355,Loyal Customers
13230.0,10,3,641.05,5,4,3,543,Champions
13233.0,132,1,290.63,1,1,2,112,Hibernating
13234.0,111,2,356.95,1,3,2,132,At Risk
13238.0,28,1,117.0,4,1,1,411,Lost
13240.0,39,3,269.47,3,4,2,342,Loyal Customers
13242.0,1,2,214.5,5,3,1,531,Loyal Customers
13243.0,70,1,292.66,2,1,2,212,Lost
13249.0,27,3,305.6,4,4,2,442,Champions
13252.0,64,1,346.9,2,1,2,212,Lost
13253.0,142,1,974.39,1,1,4,114,Hibernating
13259.0,11,6,827.01,5,5,4,554,Champions
13262.0,39,1,232.41,3,1,2,312,Lost
13266.0,2,4,1317.72,5,4,4,544,Champions
13267.0,17,7,2431.86,4,5,5,455,Champions
13269.0,34,7,1564.99,3,5,5,355,Loyal Customers
13275.0,70,1,180.16,2,1,1,211,Lost
13276.0,80,1,396.83,2,1,3,213,Lost
13278.0,49,1,297.69,3,1,2,312,Lost
13280.0,83,1,478.5,2,1,3,213,Lost
13283.0,5,2,279.7,5,3,2,532,Loyal Customers
13285.0,38,2,655.47,3,3,3,333,Loyal Customers
13286.0,38,1,734.91,3,1,4,314,Lost
13287.0,41,3,781.59,3,4,4,344,Loyal Customers
13288.0,91,2,548.64,2,3,3,233,At Risk
13289.0,162,1,307.95,1,1,2,112,Hibernating
13291.0,6,4,1125.1,5,5,4,554,Champions
13293.0,32,3,746.13,4,4,4,444,Champions
13294.0,85,1,815.79,2,1,4,214,Lost
13295.0,15,1,306.5,5,1,2,512,Recent Customers
13296.0,15,1,121.35000000000001,5,1,1,511,Recent Customers
13300.0,12,1,314.98,5,1,2,512,Recent Customers
13304.0,108,1,307.85,1,1,2,112,Hibernating
13305.0,77,1,415.78000000000003,2,1,3,213,Lost
13307.0,30,1,227.74,4,1,2,412,Lost
13308.0,35,1,284.86,3,1,2,312,Lost
13313.0,19,5,1312.67,4,5,4,454,Champions
13315.0,127,1,310.26,1,1,2,112,Hibernating
13316.0,78,1,2017.3600000000001,2,1,5,215,Lost
13317.0,26,4,1431.1100000000001,4,5,5,455,Champions
13319.0,13,16,5148.09,5,5,5,555,Champions
13324.0,2,1,350.15999999999997,5,1,2,512,Recent Customers
13327.0,3,6,2986.85,5,5,5,555,Champions
13329.0,173,1,334.65,1,1,2,112,Hibernating
13330.0,4,2,1229.15,5,3,4,534,Loyal Customers
13333.0,97,1,162.18,2,1,1,211,Lost
13334.0,91,1,1191.6200000000001,2,1,4,214,Lost
13338.0,142,1,757.1,1,1,4,114,Hibernating
13340.0,59,3,6986.0599999999995,3,4,5,345,Loyal Customers
13346.0,9,2,105.9,5,3,1,531,Loyal Customers
13357.0,65,2,1573.07,2,3,5,235,At Risk
13360.0,132,2,715.15,1,3,4,134,At Risk
13361.0,56,1,817.25,3,1,4,314,Lost
13371.0,70,1,1189.01,2,1,4,214,Lost
13373.0,59,2,2154.85,3,3,5,335,Loyal Customers
13377.0,84,1,815.32,2,1,4,214,Lost
13381.0,3,3,2164.4700000000003,5,4,5,545,Champions
13382.0,57,3,655.65,3,4,3,343,Loyal Customers
13388.0,42,1,508.55,3,1,3,313,Lost
13392.0,115,1,91.14,1,1,1,111,Hibernating
13393.0,22,4,1131.45,4,5,4,454,Champions
13394.0,3,6,2340.1,5,5,5,555,Champions
13397.0,15,4,1339.34,5,5,4,554,Champions
13400.0,21,1,310.83,4,1,2,412,Lost
13402.0,3,1,290.6,5,1,2,512,Recent Customers
13403.0,162,1,78.6,1,1,1,111,Hibernating
13405.0,7,2,532.76,5,3,3,533,Loyal Customers
13406.0,70,1,140.16,2,1,1,211,Lost
13407.0,17,3,2244.7,4,4,5,445,Champions
13408.0,10,24,12525.922,5,5,5,555,Champions
13410.0,137,2,682.9200000000001,1,3,3,133,At Risk
13412.0,58,1,487.34999999999997,3,1,3,313,Lost
13413.0,78,6,429.44,2,5,3,253,Cannot Lose Them
13414.0,41,1,219.85999999999999,3,1,2,312,Lost
13415.0,68,3,749.67,2,4,4,244,Cannot Lose Them
13416.0,175,1,228.3,1,1,2,112,Hibernating
13417.0,56,2,714.4,3,3,4,334,Loyal Customers
13418.0,3,6,2904.73,5,5,5,555,Champions
13421.0,101,3,819.49,2,4,4,244,Cannot Lose Them
13425.0,17,1,836.5600000000001,4,1,4,414,Lost
13426.0,17,5,2164.67,4,5,5,455,Champions
13427.0,160,1,96.0,1,1,1,111,Hibernating
13431.0,36,2,531.15,3,3,3,333,Loyal Customers
13432.0,10,2,439.1,5,3,3,533,Loyal Customers
13433.0,42,2,410.73999999999995,3,3,3,333,Loyal Customers
13434.0,94,1,339.18,2,1,2,212,Lost
13442.0,105,3,419.87,1,4,3,143,Cannot Lose Them
13443.0,44,4,765.4300000000001,3,5,4,354,Loyal Customers
13445.0,64,1,241.89999999999998,2,1,2,212,Lost
13446.0,21,6,2164.3,4,5,5,455,Champions
13448.0,7,4,2740.1,5,5,5,555,Champions
13450.0,16,2,548.24,4,3,3,433,Loyal Customers
13451.0,10,2,2153.94,5,3,5,535,Loyal Customers
13454.0,79,1,219.87,2,1,2,212,Lost
13455.0,31,3,914.8,4,4,4,444,Champions
13457.0,127,2,148.22,1,3,1,131,At Risk
13459.0,63,2,1160.4099999999999,2,3,4,234,At Risk
13461.0,35,1,336.6,3,1,2,312,Lost
13462.0,76,3,526.46,2,4,3,243,Cannot Lose Them
13464.0,56,1,299.34000000000003,3,1,2,312,Lost
13465.0,24,1,611.5,4,1,3,413,Lost
13466.0,66,1,262.31,2,1,2,212,Lost
13468.0,2,14,3417.69,5,5,5,555,Champions
13469.0,91,1,82.4,2,1,1,211,Lost
13473.0,13,6,2235.12,5,5,5,555,Champions
13476.0,83,1,240.8,2,1,2,212,Lost
13477.0,28,2,809.84,4,3,4,434,Loyal Customers
13478.0,70,3,1650.51,2,4,5,245,Cannot Lose Them
13480.0,118,1,493.94,1,1,3,113,Hibernating
13481.0,27,3,1156.04,4,4,4,444,Champions
13482.0,66,1,151.45,2,1,1,211,Lost
13484.0,78,1,165.78,2,1,1,211,Lost
13485.0,36,3,834.28,3,4,4,344,Loyal Customers
13487.0,173,1,103.95,1,1,1,111,Hibernating
13488.0,10,3,1656.66,5,4,5,545,Champions
13490.0,92,1,154.25,2,1,1,211,Lost
13491.0,8,9,2350.19,5,5,5,555,Champions
13495.0,64,3,1210.51,2,4,4,244,Cannot Lose Them
13497.0,64,3,582.23,2,4,3,243,Cannot Lose Them
13498.0,168,1,327.38,1,1,2,112,Hibernating
13501.0,8,1,595.17,5,1,3,513,Recent Customers
13503.0,99,2,931.02,2,3,4,234,At Risk
13508.0,81,1,176.07999999999998,2,1,1,211,Lost
13510.0,31,3,1312.79,4,4,4,444,Champions
13511.0,115,1,282.76,1,1,2,112,Hibernating
13512.0,22,1,153.3,4,1,1,411,Lost
13513.0,93,1,299.64,2,1,2,212,Lost
13514.0,18,2,588.7,4,3,3,433,Loyal Customers
13515.0,83,1,188.1,2,1,1,211,Lost
13520.0,46,3,1795.88,3,4,5,345,Loyal Customers
13526.0,177,2,1182.0,1,3,4,134,At Risk
13527.0,32,3,1349.16,4,4,5,445,Champions
13530.0,72,1,402.97999999999996,2,1,3,213,Lost
13531.0,34,2,607.3100000000001,3,3,3,333,Loyal Customers
13538.0,94,2,803.54,2,3,4,234,At Risk
13539.0,20,2,346.09000000000003,4,3,2,432,Loyal Customers
13540.0,94,2,369.25,2,3,2,232,At Risk
13541.0,8,1,310.35,5,1,2,512,Recent Customers
13542.0,11,9,2051.75,5,5,5,555,Champions
13543.0,72,2,1439.6100000000001,2,3,5,235,At Risk
13544.0,83,1,194.32,2,1,1,211,Lost
13551.0,104,1,152.39999999999998,1,1,1,111,Hibernating
13552.0,48,3,1346.06,3,4,5,345,Loyal Customers
13553.0,113,1,517.8,1,1,3,113,Hibernating
13555.0,31,5,1623.35,4,5,5,455,Champions
13557.0,63,6,1525.38,2,5,5,255,Cannot Lose Them
